Time,financial_distress,CLASS,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83
8,True,True,1.1726,0.050581,0.82133,1.0234,0.12158,0.11515,0.63068,0.049425,0.2831,0.050646,0.78249,1.8859,0.17867,4.5969,3.0001,0.1188,2.5934,0.0054223,0.062993,0.0081253,1.3079,5.3003,0.15498,0.66734,434.6,13.731,8.8871,0.26581,0.15399,0.42088,17.215,0.41126,0.81251,3.069,119.99,0.064641,0.86189,0.0052983,0.073741,0.19308,5.7278,5.4538,0.92537,0.26197,0.64451,0.061584,4.5969,1535.2,3.735,0.84502,13.754,0.12838,0.15861,1095.9,0.73168,0.33346,0.27948,-0.0033141,-0.0032383,0.072967,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2.0,28.0,84.66,73.2,63.88,16.0,12.0,1.2,21.0,0.43516,11.0,46.0
2,True,True,1.3079,-0.034209,0.74675,1.2715,-0.0082705,0.1963,0.39804,-0.026905,-0.13508,-0.00033148,0.83376,-0.27017,0.25325,2.9486,13.049,-0.0065047,2.2901,0.030911,0.024076,0.048491,1.525,7.8544,0.020583,0.63746,-172.0,11.008,6.477,-0.097592,0.10929,0.25373,12.195,0.19956,0.85365,2.3383,27.589,-0.04103,0.43154,0.024311,0.11362,0.16188,5.0205,-1.3023,1.5645,-0.21132,0.77513,-0.045811,2.9486,1273.3,2.5171,0.97942,11.248,0.00773,0.026171,258.3,0.04753,0.22259,0.45256,-0.0024198,-0.0019032,0.0,7.4166,7.105,14.321,18.77,28.286,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,20.0,-0.0016667,1.0,36.0
12,True,True,1.0684,0.0052077,0.89669,0.54823,-0.01138,0.06046,0.38442,0.0094991,0.050409,0.0053858,0.94392,-1.4073,0.10331,1.7677,4.4697,-0.020757,0.60937,0.02954,0.014749,0.033437,0.58081,10.415,0.35593,0.88346,58.5,11.118,9.0677,-0.19884,0.013234,0.33961,6.6422,0.61947,0.98524,0.94613,80.542,0.0055171,0.12811,0.053882,-0.4192,0.052641,5.3068,-0.94572,1.9625,0.098929,0.58524,0.0058077,8.914,1160.5,1.4655,0.64407,10.517,-0.0069822,0.19513,406.05,0.04753,0.22259,-0.097431,-0.037285,-0.068009,0.0,-0.32511,-0.71099,-3.0659,-17.899,107.71,38.823,10.4,31839.0,-25.841,15.6,36.03,2.0,32.0,87.1,175.9,178.1,20.0,14.5,0.2,14.0,0.0605,21.0,40.0
8,True,True,0.57287,-0.047373,0.88606,0.46219,0.021694,0.104325,0.2704,-0.1025,0.30261,-0.056942,0.44804,0.29135,0.11394,1.7677,2.6021,0.046938,2.3254,0.0080663,0.16111,0.010314,1.0316,2.6265,0.098334,0.7821,-303.74,14.077,-1.3835,0.067541,0.10396,0.21148,5.784,0.45756,0.88267,2.579,138.35,-0.10573,0.91242,0.017452,0.049081,0.17597,4.0565,0.44295,0.64748,-0.26921,0.28983000000000003,-0.053464,8.0276,730.54,1.4655,0.90167,13.305,0.10161,0.045449,446.83,0.28448,0.17921,-0.45405,0.0,0.0,0.0,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2.0,28.0,84.66,73.2,63.88,16.0,12.0,1.2,21.0,-0.36509,6.0,24.0
11,True,True,1.0434,-0.10743,0.41127,0.15835,0.13183,0.015603,0.43275,-0.67843,-0.18248,0.10727,0.37547,-5424.0,0.58873,0.69859,1.1709,-0.66471,0.32075,0.0072773,0.0,0.020222,0.42175,0.37734,0.58958,0.35987,-221.44,10.85,10.149,0.41252,0.051407,0.15573,16.257,0.98346,0.87501,0.78153,307.46,-0.28613,0.087319,0.045956,0.11323,0.41966,0.26898,0.38781,1.4029,-0.256,0.026502,-0.26122,0.70353,1213.5,0.61127,0.41042,12.797,-0.531,0.093363,233.14,0.24055,0.20262,1.3879,0.0,0.0,0.0,3.6373,5.7874,1.8883,-21.411,46.844,30.046,12.2,26059.0,3.8523,30.5,-10.665,0.0,28.0,91.5,130.5,132.4,20.0,14.5,-16.0,18.0,-0.42552,9.0,37.0
2,True,True,1.3995,0.037502,0.67559,0.82688,0.027561,0.22693,0.50081,0.045353,0.1156,0.067521,0.79496,1.7105,0.32441,2.0825,4.7515,0.033331,1.8091,0.030802,0.019486,0.054226,1.0401,4.457,0.11905,0.56803,634.42,12.221,3.6437,0.2186,0.10755,0.28448,11.351,0.34404,0.8408,2.0536,75.766,0.047174,0.33154,0.037251,-0.15401,0.18552,2.5489,-0.17742,1.7486,0.20214,0.69952,0.05551,2.0825,5488.1,1.751,0.88095,12.031,0.059365,0.098436,211.14,-0.097344,0.40265,-0.04629,-0.001995,-0.0024127,0.18734,7.4166,7.105,14.321,18.77,28.286,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,12.0,1.1423,1.0,30.0
3,True,True,0.77738,-0.02984,0.86343,0.88063,-0.00023159,-0.18114,0.26687,-0.033884,-0.21849,-0.027224,0.63255,-0.0028255,0.13657,6.322,4.9041,-0.00026298,2.2464,0.01261,0.093074,0.015498,1.3922,3.7083,0.11012,0.81368,-202.28,12.633,-4.8617,0.12667,0.04974,0.21715,16.795,0.24658,0.94239,2.5244,73.407,-0.047174,0.3642,0.01432,0.054754,0.23748,6.448,-1.8322,0.57511,-0.12565,-1.3263,-0.03456,6.322,925.82,5.9578,0.88988,12.506,0.024287,0.096979,508.43,0.04753,0.34884,0.22642,-0.00064259,-0.00072969,0.0,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747.0,11.946,15.2,20.7,0.0,35.0,90.0,36.07,35.273,17.0,15.0,-0.2,12.0,-0.18454,32.0,47.0
6,True,True,0.77051,0.024183,0.86779,0.48843,0.05536,-0.1922,0.39777,0.049512,0.18292,-0.096152,0.6453,1.1192,0.13221,6.5637,1.954,0.11334,1.3519,0.050201,0.10127,0.059942,0.7569,1.4375,0.15968,0.8375,110.89,12.748,-2.5412,0.05766,0.030289,0.33313,29.855,0.68205,0.9651,1.6088,184.24,0.037476,0.2291,0.10278,0.84557,0.33978,3.6943,1.6385,0.3891,0.071173,0.28983000000000003,0.027868,6.7177,606.25,6.3346,0.84032,12.032,0.19263,0.07799,504.44,0.04753,0.30359,-0.08642,-0.00293885,-0.1379,0.0,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2.0,29.0,66.262,52.74,49.206,15.5,12.0,-6.4,20.0,-0.44091,4.0,12.0
11,True,True,0.86975,-0.075056,0.90721,1.1918,-0.0056679,-0.11259,0.53029,-0.062975,0.30261,-0.075184,0.75184,-0.069196,0.092789,1.7677,4.0645,-0.0047556,7.5156,0.10557,0.068727,0.12213,1.5852,6.2587,0.047049,0.86443,-491.51,16.388,-10.586,0.15886,0.042786,0.4584,9.8066,0.38461,0.95284,7.8866,88.572,-0.09983,0.46111,0.088578,-0.11813,0.19043,2.1566,-5.5954,0.48726,-0.39414,-1.2134,-0.082733,9.7771,607.64,1.4655,0.95295,12.797,0.017163,0.056075,2125.2,0.04753,0.15112,-0.0079196,-0.0091266,-0.0076576,0.0,3.6373,5.7874,1.8883,-21.411,46.844,30.046,12.2,26059.0,3.8523,30.5,-10.665,0.0,28.0,91.5,130.5,132.4,20.0,14.5,-16.0,9.0,-0.49236,14.0,40.0
9,True,True,1.0141,0.01151,0.91615,1.9216,0.018948,0.011589,0.45699,0.00599,0.13728,-0.026953,0.83211,0.62681,0.083847,1.7677,5.8376,0.0098606,5.8037,0.02917,0.015731,0.035551,2.3093,11.894,0.22608,0.82052,115.06,12.881,165.81,0.063873,0.095635,0.37496,7.4217,0.19514,0.89561,7.4991,61.669,0.013833,1.1406,0.01518,0.099629,0.16155,2.1566,1.6539,0.51901,0.071247,0.13822,0.012564,11.642,838.19,1.4655,0.77392,13.534,0.018085,0.43442,1017.4,0.04753,0.25624,0.43999,0.0037137,0.0019326,0.0,4.9585,6.9959,6.4368,1.8071,81.995,25.0,13.285,10517.0,40.581,12.185,8.5409,3.7315,27.134,92.645,81.078,73.072,16.433,12.866,0.68055,25.0,-0.26944,14.0,36.0
7,True,True,0.29624,-0.006891,0.87868,0.43545,-0.0071435,0.104325,0.15317,-0.015825,-0.056799,-0.0075867,0.670855,-1.2479,0.12132,1.7677,5.9254,-0.016405,4.6789,0.0056207,0.013146,0.0098266,2.5699,0.53146,0.14321,0.57198,-168.6,13.542,-1.0818,0.31827,0.052712,0.087612,4.3425,0.2012,0.65096,5.461,60.756,-0.040668,0.15748,0.012908,0.23557,0.21753499999999998,3.5892,-1.389,0.14807,-0.0084103,0.28983000000000003,-0.0078425,7.9781,2968.3,4.7146,0.85679,12.71,0.060461,0.06236,1639.2,0.04753,0.079739,0.31338,-0.0010771,-0.0024734,0.0,-0.075348,-0.23637,-3.0266,5.7748,-20.982,28.184,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,26.0,-0.18562,5.0,37.0
13,True,True,1.0667,0.00068107,0.73521,1.6833,0.05914,0.031569,0.76937,0.00040461,0.0025721,-0.12343,0.50517,0.97557,0.26479,2.7765,139.17,0.035134,13.007,0.026292,0.036014,0.055516,3.3321,3.6196,0.12121,0.4736,1.799,13.84,53.32,0.20398,0.26161,0.36437,14.577,0.21647,0.64417,14.802,2.5868,0.0013482,0.98797,0.01562,0.74715,0.46505,6.3569,1.0083,0.56939,0.0014645,0.11922,0.00092636,2.7789,699.43,1.7885,0.87879,14.361,0.063285,0.20403,2738.3,0.04753,0.11372,-0.010556,-0.0079103,-0.0046994,0.0,3.2148,1.5719,7.1562,-4.5408,-20.861,22.334,10.6,32801.0,-58.122,15.6,22.571,2.0,30.0,92.9,203.2,204.5,17.0,14.5,6.4,21.0,-0.32603,26.0,52.0
6,True,True,0.92994,0.02022,0.945,0.77141,0.098131,-0.065357,0.67777,0.026212,0.36762,0.037537,0.86754,1.2842,0.055002,1.7677,1.3392,0.12721,2.888,0.0045817,0.099057,0.0049113,0.88919,6.1989,0.14734,0.5425,1273.5,14.535,-11.803,0.25679,0.012098,0.63229,7.3288,0.81965,0.9872,3.387,268.82,0.023307,0.21995,0.0059394,0.047206,0.12444,2.1566,-0.58519,0.44198,0.16248,-1.1883,0.021397,17.181,3464.0,1.4655,0.85266,14.275,0.13988,0.11366,2579.5,-0.41362,0.22776,-0.061141,0.010857,0.014074,0.126035,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2.0,29.0,66.262,52.74,49.206,15.5,12.0,-6.4,18.0,2.364,5.0,15.0
7,True,True,1.0369,-0.061672,0.86835,0.55145,0.034853,0.031581,0.50576,-0.11184,0.30261,-0.098424,0.88665,0.32012,0.13165,6.5957,1.4532,0.063203,0.83584,0.011594,0.19743,0.013559,0.62194,6.9985,0.42993,0.85507,-292.39,11.961,17.461,0.24099,0.013275,0.43246,16.031,0.78423,0.98471,1.4662,247.72,-0.069556,0.10084,0.021025,-0.21403,0.078795,4.1886,-1.4136,1.6708,-0.78269,0.23988,-0.071023,8.1104,624.18,1.4655,0.57007,11.365,0.073936,0.23708,743.77,0.04753,0.37611,0.45652,-0.042817,-0.077645,0.0,-0.075348,-0.23637,-3.0266,5.7748,-20.982,28.184,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,22.0,-0.46664,6.0,40.0
10,True,True,0.63468,-0.049458,0.87462,0.59821,-0.019704,-0.29756,0.20608,-0.082676,0.30261,-0.092895,0.51695,-0.71883,0.12538,6.9756,2888.3,-0.032939,1.8366,0.045212,0.045823,0.055508,1.1572,1.3297,0.054858,0.81452,-248.53,13.139,-2.0104,0.1249,0.060101,0.16785,4.3505,0.28059,0.93128,1.9432,0.12464,-0.095672,0.47934,0.075579,0.11472,0.44989,4.7711,-6.7953,0.2787,-0.10993,0.28983000000000003,-0.056548,7.1466,630.05,1.4655,0.94514,12.797,0.0048828,0.032817,1525.3,0.04753,0.30784,0.01505,-0.036558,-0.061113,0.0,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568.0,14.529,21.5,33.768,2.0,30.0,100.0,100.0,100.0,17.125,14.5,-7.0,18.0,-0.4668,1.0,38.0
2,True,True,1.1402,0.021701,0.69603,0.85727,0.036589,0.071554,0.55269,0.025314,0.071393,0.037558,0.58205,1.2704,0.30397,2.2898,4.7243,0.04268,3.3181,0.069073,0.033597,0.13531,1.4729,2.1776,0.076348,0.5105,215.2,13.296,11.981,0.44082,0.18554,0.28214,3.1269,0.32912,0.73343,3.5924,76.202,0.037284,0.61039,0.080573,0.85961,0.39368,2.8203,-0.57124,0.77212,0.055124,0.2354,0.031178,2.2898,3014.3,1.6794,0.92365,13.142,0.054628,0.065451,639.19,-0.39982,0.23864,1.2837,0.0,0.0,0.046663,7.4166,7.105,14.321,18.77,28.286,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,26.0,0.37245,2.0,49.0
13,True,True,1.3465,0.034011,0.7653,0.775245,0.036783,0.2137,0.33127,0.010528,0.14491,0.03407,0.83051,5.5295,0.2347,3.2608,18.851,0.011386,5.0984,0.026549,0.0020592,0.043043,1.2629,19.312,0.03691,0.61681,186.47,13.591,15.117,0.13168,0.14849,0.20433,7.2492,0.063251,0.80597,5.2938,19.097,0.040952,0.63268,0.0082184,0.54954,0.16728,2.1566,0.76326,1.4031,0.20332,0.91052,0.044442,3.2608,1286.8,2.6281,0.96309,14.764,0.022445,0.11924,2829.7,0.27622,0.22259,-0.13246,0.0,0.0,0.0,3.2148,1.5719,7.1562,-4.5408,-20.861,22.334,10.6,32801.0,-58.122,15.6,22.571,2.0,30.0,92.9,203.2,204.5,17.0,14.5,6.4,9.0,0.1868,12.0,18.0
12,True,True,1.4748,-0.03329,0.78378,0.76461,-0.0063841,0.26524,1.1163,-0.043539,-0.15396,-0.054918,0.82388,-0.15063,0.21622,3.6249,28.094,-0.0083495,4.2991,0.032565,0.05543,0.058294,0.92806,5.3369,0.065921,0.55864,-135.06,12.557,2.8827,0.020164,0.22514,0.62361,9.7874,0.81559,0.71275,4.6025,12.814,-0.040407,1.0412,0.04259,0.063396,0.14327,3.5362,-16.626,1.5092,-0.23236,1.2267,-0.042474,3.6249,877.2,2.5836,0.93408,12.288,0.031814,0.050404,693.73,0.04753,0.16613,-0.17907,-0.027734,-0.036272,0.0,-0.32511,-0.71099,-3.0659,-17.899,107.71,38.823,10.4,31839.0,-25.841,15.6,36.03,2.0,32.0,87.1,175.9,178.1,20.0,14.5,0.2,14.0,-0.2228,10.0,17.0
7,True,True,0.60592,-0.086904,0.91657,0.37781,0.020386,0.104325,0.21843,-0.23002,0.30261,-0.009429,0.54779,0.17819,0.083426,1.7677,2.66,0.053958,0.93076,0.011084,0.30281,0.01226,0.6897,1.1501,0.14007,0.5425,-1029.5,11.682,-1.0605,-0.19633,0.012519,0.19747,1.762,0.52267,0.98634,1.0824,135.34,-0.15865,0.15006,0.029336,-0.66395,0.3285,4.5287,-1.892,0.25396,-0.26454,0.28983000000000003,-0.094814,10.987,988.3,1.4655,0.85993,10.709,0.11909,0.052919,1177.8,0.04753,0.34906,-0.070463,-0.00293885,-0.28758,0.0,-0.075348,-0.23637,-3.0266,5.7748,-20.982,28.184,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,25.0,-0.1117,5.0,22.0
14,True,True,0.40247,0.023784,0.75524,0.28071,0.0062427,0.104325,0.1792,0.084728,0.097175,0.025511,0.24902,0.76015,0.24476,3.0857,3.4048,0.022239,2.1905,0.021944,0.029256,0.035467,1.1273,0.40361,0.16345,0.61872,227.44,14.946,-0.75929,0.22594,0.13652,0.11087,2.1723,0.39497,0.81923,2.6185,105.73,0.095511,0.55779,0.078174,-0.082404,0.21753499999999998,1.1469,-0.6658,0.35192,0.034197,0.28983000000000003,0.031492,3.4395,2340.5,2.5279,0.83655,13.676,0.083492,0.045882,2635.6,-0.49902,0.1072,0.33233,-0.011803,-0.042048,0.0,0.81424,-2.9663,9.6506,-12.385,3.7123,26.178,10.8,33651.0,-45.166,13.75,18.221,1.5,29.5,92.3,215.35,209.5,21.5,14.5,7.5,15.0,0.24396,8.0,30.0
2,True,True,0.8049,-0.041384,0.86959,0.65653,0.00048304,-0.15997,0.47719,-0.063035,-0.31734,-0.085274,0.66,0.010654,0.13041,6.6682,1.8132,0.00073575,2.5647,0.029202,0.069058,0.035613,0.99474,2.0149,0.12487,0.81998,-204.67,11.397,-4.104,0.035526,0.049614,0.39128,3.4562,0.59598,0.94295,2.9307,198.54,-0.062703,0.38045,0.044479,-0.23768,0.32584,5.0344,-1.5314,0.40022,-0.12701,-1.2267,-0.04759,6.6682,644.94,6.2877,0.87513,10.976,0.026436,0.081982,174.98,0.04753,0.22402,1.8433,-0.00293885,-0.12263,0.0,7.2704,11.243,8.7956,18.321,79.728,28.105,12.3,8157.1,182.57,15.7,43.027,2.0,36.0,96.262,29.19,28.148,16.5,16.0,0.3,26.0,-0.42172,8.0,42.0
2,True,True,1.7805,-0.068908,0.63869,1.1501,-0.055884,0.37731,0.63999,-0.059914,-0.19072,0.0082406,0.86076,-3.6646,0.36131,1.7677,4.2294,-0.04859,1.7426,0.010182,0.013259,0.021062,1.3362,10.277,0.22454,0.48345,-226.56,13.139,3.0482,0.078121,0.15525,0.3094,18832.0,0.26901,0.75693,2.2472,85.119,-0.080055,0.42968,0.0088532,0.20539,0.11191,3.1832,-3.3022,3.2285,-0.61574,1.0443,-0.10789,1.8175,1187.9,1.3381,0.77546,10.098,-0.038666,0.25825,174.71,0.04753,0.51182,0.22881,-0.00028416,-0.00024707,0.0,7.4166,7.105,14.321,18.77,28.286,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,12.0,0.027094,13.0,21.0
9,True,True,1.0535,-0.081557,0.62367,0.40661,-0.065829,0.029811,0.56065,-0.20058,-0.21671,-0.081024,0.58695,-2.3322,0.37633,1.6572,2.3482,-0.1619,1.3976,0.028424,0.069417,0.051017,0.69275,8.6117,0.19133,0.55714,-190.98,12.554,13.64,-0.010373,0.066524,0.31236,3.6443,0.76821,0.89333,1.7282,153.31,-0.13895,0.17677,0.069904,-0.16887,0.047216,1.0805,-3.2014,7.9705,-1.7273,0.079214,-0.13077,1.6572,881.26,1.4804,0.80867,11.654,-0.14618,0.077797,210.17,0.04753,0.23528,-0.10434,-0.018041,-0.044368,0.0,5.7265,8.4799,7.4959,2.3437,85.814,25.17,11.3,10601.0,38.855,12.4,10.131,4.0,27.0,93.883,82.3,74.497,16.5,13.0,0.6,14.0,-0.18973,8.0,13.0
7,True,True,1.274,0.029515,0.64634,1.1225,0.095558,0.17513,0.75978,0.026293,0.083457,0.064491,0.81424,1.4071,0.35366,1.8276,2.583,0.085127,2.7486,0.023012,0.060498,0.036006,1.3786,6.4161,0.21366,0.63911,110.28,12.138,6.4098,-0.084441,0.0072263,0.48558,5.3998,0.43258,0.98882,3.4955,139.37,0.036249,0.020433,0.0205,-0.48457,0.17496,3.1741,-0.69723,2.0214,0.1687,0.49519,0.045665,1.8276,1321.4,1.8071,0.78634,12.253,0.10298,0.23984,1379.7,-0.53519,0.32114,-0.070947,-0.0080881,-0.0072052,0.0,-0.075348,-0.23637,-3.0266,5.7748,-20.982,28.184,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,18.0,0.24096,5.0,9.0
7,True,True,1.0775,0.0060068,0.93216,0.61407,-0.0068302,0.069976,0.36575,0.0097819,0.088544,0.012061,0.9732,-0.34301,0.067839,1.7677,24.192,-0.011123,0.99882,0.0062791,0.032427,0.0069518,0.63098,24.679,0.083268,0.5425,118.46,14.495,8.7754,0.21697,0.028933,0.33036,3.0786,0.53798,0.96896,1.0895,14.881,0.0061722,0.4265,0.010225,-0.55297,0.024882,9.0518,-0.47496,2.7264,0.24141,1.0315,0.0064439,13.741,1337.9,1.4655,0.91673,14.007,-0.0084607,0.051132,1916.2,-0.31144,0.22259,0.23288,0.0,0.0,0.21273,-0.075348,-0.23637,-3.0266,5.7748,-20.982,28.184,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,18.0,0.23786,6.0,19.0
7,True,True,0.85009,-0.042365,0.88784,0.38674,0.014009,-0.12498,0.28388,-0.10954,0.30261,-0.035873,0.70868,0.19247,0.11216,1.7677,1.9418,0.036224,0.8273,0.019322,0.1882,0.023177,0.54572,1.9645,0.067998,0.83365,-313.46,12.167,-3.0945,-0.11895,0.054191,0.23665,6.6596,0.61192,0.93896,0.88766,185.39,-0.059781,0.48318,0.04996,-0.39948,0.19687,3.4482,-1.8547,0.56971,-0.2152,-1.1143,-0.047717,7.9161,829.85,1.4655,0.932,11.217,0.081493,0.026298,209.57,0.04753,0.43569,0.048912,-0.048603,-0.12567,0.0,5.0285,8.7918,-0.89338,5.8137,-3.2531,24.776,10.475,9434.9,-6.8191,20.15,11.425,1.5,28.75,69.684,56.085,51.772,16.125,12.0,-8.15,19.0,-0.26542,13.0,40.0
2,True,True,0.91108,0.054107,0.86024,0.9145,0.19462,-0.070877,0.48475,0.059166,0.38715,0.041205,0.72623,4.1645,0.13976,6.1552,4.9652,0.21282,3.6253,0.090877,0.051103,0.11401,1.2593,4.2488,0.088465,0.7971,702.32,12.107,-12.903,0.40729,0.063138,0.3864,14.096,0.42252,0.9266,3.9771,72.505,0.074505,0.45176,0.099373,0.026333,0.21524,6.5434,-0.56536,0.64933,0.25139,-0.50713,0.062898,6.1552,1814.1,5.7034,0.91153,12.017,0.23306,0.080902,161.53,-0.39407,0.22994,0.45951,-0.0062636,-0.0068491,0.21676,7.2216,12.622,6.9538,18.171,64.716,28.766,12.467,8101.9,0.1896,15.733,49.177,2.6667,36.0,92.654,28.483,27.466,16.333,16.0,0.26667,19.0,0.53484,6.0,46.0
7,True,True,0.7796,-0.019159,0.83644,0.84645,0.0068744,-0.1677,0.38525,-0.022635,-0.11714,-0.071166,0.59319,0.10645,0.16356,5.114,3.8383,0.0081215,2.9469,0.067419,0.076292,0.088606,1.427,2.166,0.034823,0.76089,-122.91,12.543,-5.0473,-0.071514,0.075551,0.29314,6.1504,0.34631,0.90968,3.0533,93.792,-0.032299,0.46192,0.07965,0.13755,0.3908,5.1752,0.62797,0.41852,-0.049026,-1.0253,-0.022906,5.5971,1049.3,4.6521,0.96518,12.376,0.11763,0.029476,1000.1,0.4577,0.27723,-0.17961,0.0,0.0,0.0,-0.075348,-0.23637,-3.0266,5.7748,-20.982,28.184,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,19.0,-0.45654,11.0,45.0
3,True,True,1.0536,-0.049757,0.9232,1.134,0.015167,0.043126,0.64182,-0.043876,0.30261,-0.012722,0.84754,0.22431,0.076804,1.7677,2.4168,0.013375,3.304,0.037449,0.059626,0.046554,1.338,7.646,0.052281,0.80441,-600.33,11.19,26.296,0.35924,0.11878,0.51629,11.508,0.45527,0.87133,3.4863,148.96,-0.058708,0.15748,0.033023,0.27862,0.14832,2.1566,-5.2178,0.51784,-0.33548,0.56151,-0.053896,12.02,926.67,1.4655,0.94772,11.316,0.024861,0.059288,373.16,0.04753,0.32528,0.466,0.0,0.0,0.126035,4.5822,7.0423,4.4456,12.114,36.026,29.215,10.675,8641.0,9.0071,15.3,21.669,0.0,35.25,117.43,34.88,34.004,17.0,15.25,-0.05,27.0,-0.1535,15.0,32.0
7,True,True,1.1109,0.11228,0.83831,0.70464,0.17269,0.090613,0.66864,0.15935,0.69443,0.12362,0.90751,3.7907,0.16169,5.1847,1.4162,0.24507,1.4086,0.0054524,0.06465,0.0066744,0.77645,13.012,0.32751,0.8169,3244.1,13.105,7.7764,0.37114,0.02141,0.54621,1.4001,0.77516,0.97446,2.0945,254.21,0.12373,0.13242,0.0077378,-0.044,0.054155,4.358,-0.067216,2.9857,2.0733,0.56042,0.13394,5.1916,4671.5,5.0523,0.67249,12.754,0.2561,0.23078,896.62,-0.034777,0.33642,-0.033572,0.0,0.0,0.20705,-0.075348,-0.23637,-3.0266,5.7748,-20.982,28.184,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,22.0,3.5715,6.0,18.0
9,True,True,1.2023,0.00016013,0.86015,0.68442,0.074581,0.14416,0.7848,0.00023396,0.001145,-0.0080845,0.85691,0.78205,0.13985,6.1507,1.2992,0.10897,3.4256,0.0034553,0.13934,0.0048478,0.79871,11.853,0.17213,0.71275,1.1865,14.897,4.7478,-0.039429,0.1474,0.55937,5.9465,0.81729,0.82864,4.1379,277.09,0.00018687,1.054,0.0050485,0.053658,0.057744,4.8941,1.9421,2.4219,0.0027731,1.0308,0.00018616,6.1619,1036.2,5.0967,0.82787,14.517,0.11584,0.11781,17097.0,0.04753,0.1654,0.18186,-0.010641,-0.015547,0.0,5.7265,8.4799,7.4959,2.3437,85.814,25.17,11.3,10601.0,38.855,12.4,10.131,4.0,27.0,93.883,82.3,74.497,16.5,13.0,0.6,22.0,-0.059904,8.0,39.0
2,True,True,1.1382,0.1681,0.79286,0.94626,0.019535,0.086275,0.88692,0.17765,0.81155,0.080312,0.71072,0.48192,0.20714,3.8277,3.6971,0.020644,5.6441,0.023125,0.042837,0.037033,1.3314,6.1914,0.211,0.62445,1458.0,11.014,10.968,0.26076,0.16842,0.55384,9.671,0.58529,0.78759,7.1535,97.372,0.23652,0.81306,0.024439,0.49547,0.15283,4.5682,0.78489,1.3553,1.0999,0.41651,0.21202,3.8277,1796.6,3.0146,0.789,10.959,0.029034,0.19966,123.81,0.28184,0.13228,1.4139,-0.00293885,-0.12183,0.0048752,7.4166,7.105,14.321,18.77,28.286,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,26.0,0.69657,10.0,46.0
4,True,True,0.98333,0.056051,0.87663,0.45067,0.051438,-0.014211,0.8405,0.12437,0.45435,0.025338,0.8381,3.2759,0.12337,7.1059,2.7098,0.11414,17.516,0.046585,0.034842,0.054657,0.53773,4.7118,0.23928,0.85231,782.04,12.762,-31.712,0.153235,0.024326,0.346125,15.496,1.5896,0.97225,23.025,132.85,0.066879,0.19718,0.10337,-0.69059,0.095646,3.6531,-0.23305,1.2898,0.58603,-0.1152,0.063939,7.1059,1721.2,1.4655,0.76072,11.965,0.13743,0.10783,646.89,-0.1319,0.019572,-0.06758,-0.023644,-0.052464,0.031409,4.7675,9.1877,1.819,1.3561,-14.819,33.275,11.2,8968.6,-11.074,11.6,40.747,3.0,33.5,71.323,38.868,37.601,17.125,15.75,4.15,12.0,0.35352,2.0,13.0
