Time,CLASS,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,financial_distress
7,True,1.274,0.029515,0.64634,1.1225,0.095558,0.17513,0.75978,0.026293,0.083457,0.064491,0.81424,1.4071,0.35366,1.8276,2.583,0.085127,2.7486,0.023012,0.060498,0.036006,1.3786,6.4161,0.21366,0.63911,110.28,12.138,6.4098,-0.084441,0.0072263,0.48558,5.3998,0.43258,0.98882,3.4955,139.37,0.036249,0.020433,0.0205,-0.48457,0.17496,3.1741,-0.69723,2.0214,0.1687,0.49519,0.045665,1.8276,1321.4,1.8071,0.78634,12.253,0.10298,0.23984,1379.7,-0.53519,0.32114,-0.070947,-0.0080881,-0.0072052,0.0,-0.075348,-0.23637,-3.0266,5.7748,-20.982,28.184,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,18.0,0.24096,5.0,9.0,True
11,True,0.94406,-0.067489,0.9384,0.22247,0.0014593,-0.039234,0.61642,-0.30337,0.30261,-0.041708,0.66218,0.011357,0.061602,1.7677,0.7748,0.0065598,0.85659,0.0096635,0.57762,0.013777,0.33596,3.8487,0.20042,0.70141,-718.59,13.139,-5.6702,0.004957,0.23699,0.43236,2.023,1.9435,0.74745,1.0713,464.64,-0.10192,0.15748,0.043438,-0.60219,0.057802,3.6113,-1.8916,1.0657,-1.1676,-0.63689,-0.071919,16.331,655.91,1.4655,0.79958,15.148,0.034007,0.044585,738.2,0.04753,0.20766,-0.024223,-0.001118,-0.0050257,0.0,3.6373,5.7874,1.8883,-21.411,46.844,30.046,12.2,26059.0,3.8523,30.5,-10.665,0.0,28.0,91.5,130.5,132.4,20.0,14.5,-16.0,9.0,-0.44409,19.0,54.0,True
2,True,1.1929,-0.00014128,0.89049,0.80924,0.083439,0.14973,0.21727,-0.00017458,-0.00129,-0.01025,0.92588,0.83217,0.10951,1.7677,7.0951,0.10311,0.89347,0.043497,0.1239,0.056042,0.87402,18.048,0.24879,0.77615,-1.8,11.755,5.4047,0.22322,0.11434,0.16864,26.607,0.20839,0.8716,1.1894,50.739,-0.00015259,1.0441,0.053751,0.25479,0.044839,7.3895,-1.007,2.4423,-0.0031507,1.3672,-0.00015865,9.4297,1395.3,1.4655,0.75121,11.544,0.12759,0.20133,291.26,0.04753,0.22259,-0.069998,-0.010219,-0.012628,0.0,7.4166,7.105,14.321,18.77,28.286,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,22.0,-0.1306,13.0,28.0,True
12,False,1.8368,0.30457,0.48639,0.87014,0.38577,0.39054,0.86672,0.35003,0.593,0.10727,0.85722,17.084,0.51361,0.94702,3.7684,0.44334,1.2799,0.092451,0.02595,0.1981,1.0151,6.632,0.47704,0.46668,3403.4,14.109,2.228,0.17575,0.019716,0.40448,10.565,0.46485,0.95946,2.4474,95.532,0.3553,0.038387,0.10625,0.36783,0.1312,1.6942,0.14776,3.9146,2.3214,0.76039,0.62618,0.95906,5739.3,0.90863,0.52296,13.97,0.45745,0.41509,2931.7,0.068797,0.35554,0.10673,-0.0027063,-0.0031102,0.17628,-0.32511,-0.71099,-3.0659,-17.899,107.71,38.823,10.4,31839.0,-25.841,15.6,36.03,2.0,32.0,87.1,175.9,178.1,20.0,14.5,0.2,29.0,4.6393,12.0,18.0,False
13,True,1.0805,-0.013083,0.78291,0.70431,-0.091531,0.055582,0.34262,-0.018575,-0.060263,-0.0064694,0.74581,-1.417,0.21709,3.6063,3.382,-0.12996,1.4263,0.0089468,0.091717,0.012962,0.94435,4.2992,0.051384,0.69023,-68.575,13.683,12.671,0.011082,0.092675,0.23649,7.1457,0.33578,0.88163,1.5035,106.45,-0.017541,0.42689,0.012703,-0.081412,0.16382,3.2442,-1.123,1.3252,-0.079859,0.25603,-0.01671,3.6668,1137.9,3.1794,0.94862,13.332,-0.090954,0.03619,916.24,0.04753,0.46843,-0.10501,0.00080867,0.0011482,0.0,3.2148,1.5719,7.1562,-4.5408,-20.861,22.334,10.6,32801.0,-58.122,15.6,22.571,2.0,30.0,92.9,203.2,204.5,17.0,14.5,6.4,20.0,-0.03391,26.0,58.0,True
3,True,0.86071,-0.024493,0.90445,0.49094,0.043282,-0.1141,0.19052,-0.04989,-0.25634,-0.069081,0.70506,0.65777,0.095547,1.7677,3.4,0.088162,0.77972,0.00094241,0.13403,0.0011505,0.6963,1.6691,0.22178,0.81916,-166.33,11.531,-4.3027,0.15915,0.085279,0.15607,7.8119,0.3179,0.9057,1.0019,105.88,-0.034739,0.89253,0.0019196,0.2566,0.29414,5.1382,-6.1022,0.32483,-0.083269,-1.1942,-0.02708,9.466,648.87,1.4655,0.77822,10.82,0.17457,0.10888,153.4,0.04753,0.49,0.83226,-0.01287,-0.026215,0.0,5.527,7.0632,7.7373,14.332,65.606,28.184,11.05,8534.9,6.0679,15.4,22.639,0.0,35.5,113.98,33.69,32.734,17.0,15.5,0.1,12.0,-0.46913,6.0,25.0,True
2,False,0.79696,0.090335,0.48976,0.52002,0.096406,-0.090677,0.31369,0.17371,0.17704,0.034848,0.35592,2.8692,0.51024,0.95985,30.688,0.18539,2.0597,0.038319,0.064613,0.085803,1.4611,0.87484,0.27486,0.4466,406.38,10.976,-5.7349,0.12229,0.043159,0.14009,58.496,0.2694,0.91188,2.8404,11.731,0.25381,0.084584,0.073688,0.068062,0.59442,1.0192,-0.2265,0.85838,0.15197,-0.17771,0.18445,0.97233,2295.4,0.87527,0.72514,10.323,0.23145,0.14293,98.421,-0.12771,0.18308,0.14972,0.0,0.0,0.16461,7.4166,7.105,14.321,18.77,28.286,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,24.0,0.15677,27.0,38.0,False
6,False,0.80808,0.06411,0.72687,0.775245,0.07335,-0.13182,0.23116,0.024738,0.23472,0.044238,0.555,3.3739,0.27313,2.6612,63.322,0.028304,8.8398,0.050303,0.0083891,0.07324,1.2629,5.9911,0.04499,0.68682,308.09,13.488,-19.66,-0.12143,0.040047,0.15877,12.161,0.061264,0.9449,9.2562,5.6852,0.11551,0.14662,0.01941,0.16753,0.43256,2.1566,0.09980349999999999,0.63143,0.14821,-0.48261,0.0882,2.6881,1312.6,2.5146,0.95501,14.44,0.04732,0.11659,1744.3,0.04753,0.27998,-0.062411,-0.017689,-0.0068255,0.10914,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2.0,29.0,66.262,52.74,49.206,15.5,12.0,-6.4,9.0,0.21259,14.0,44.0,False
1,True,1.0247,-0.057089,0.73048,0.13964,-0.046683,0.017481,0.37769,-0.40882,-0.21182,-0.029359,0.72496,-3.8381,0.26952,2.7103,0.6131,-0.3343,0.34252,0.0092005,0.0871,0.013005,0.19262,0.51846,-0.031427,0.70748,-206.83,11.596,7.9884,0.21722,0.023001,0.26721,30.517,1.9135,0.96851,0.33209,587.18,-0.078748,0.085342,0.065885,-0.77894,0.26934,0.51813,-1.8067,1.0006,-0.21196,0.06486,-0.078153,2.7103,976.47,2.625,1.0314,9.6276,-0.2584,-0.0043886,50.933,0.04753,0.42051,0.058196,-0.0016377,-0.011728,0.0,7.1241,15.381,3.2702,17.872,34.692,30.087,12.8,7991.4,0.1896,15.8,22.571,4.0,36.0,85.437,27.07,26.102,16.0,16.0,0.2,25.0,-0.10637,6.0,17.0,True
14,True,0.9874,0.0044674,0.7203,1.271,0.060967,-0.0086355,0.51859,0.0035149,0.015972,0.031853,0.67645,1.0107,0.2797,2.5752,4.042,0.047969,4.0117,0.0040958,0.047459,0.0059785,1.8789,365.88,0.1188,0.68509,19.033,13.145,-147.18,-0.03278,0.035209,0.35528,16.231,0.27953,0.95112,4.5526,89.065,0.0066042,0.12588,0.0032225,-0.10467,0.0034738,4.544,-0.8102,80.519,1.286,-0.030874,0.0062022,167.85,1191.7,2.4493,0.8812,13.384,0.080555,0.151,3692.1,-0.68096,0.27918,-0.98839,-0.030055,-0.023647,0.045948,-1.5863,-7.5046,12.145,-20.229,28.286,30.023,11.0,34501.0,-32.209,11.9,13.871,1.0,29.0,91.7,66.12,214.5,21.0,20.5,8.6,25.0,0.13571,17.0,32.0,True
9,True,1.583,-0.098116,0.56415,0.11374,0.014262,0.32792,1.3576,-0.8626,-0.22511,0.10727,0.89037,0.11667,0.43585,1.2944,3.5086,0.12539,0.60274,0.0045423,1.0747,0.0080759,0.12775,35.483,0.33085,0.56245,-162.22,12.016,0.34687,-0.12189,0.0016996,0.346125,2.9204,6.7129,0.99699,0.90076,102.61,-0.1102,0.0038995,0.039934,1.2691,0.0032056,0.26097,-0.086464,135.96,-30.608,0.75238,-0.17392,1.2944,720.61,1.2905,0.66915,9.8419,0.1298,0.037633,2089.6,-0.041441,0.12628,0.0056926,-0.00293885,-0.81708,0.0,2.866,2.9526,3.5513,0.34524,71.591,24.538,12.7,10290.0,45.284,11.6,4.2098,3.0,27.5,89.272,77.75,69.189,16.25,12.5,0.9,30.0,-0.3022,6.0,16.0,True
13,False,1.3887,0.14774,0.71507,1.5289,0.27105,0.27762,0.69085,0.09663,0.51851,0.18897,0.99193,3.0334,0.28493,2.5096,3.4688,0.17728,8.2413,0.049683,0.058443,0.069554,1.5414,190.95,0.18222,0.71431,2466.3,13.817,5.5072,-0.010044,0.00075978,0.49348,26.408,0.32276,0.99894,10.078,103.78,0.14894,0.0026665,0.032496,-0.10032,0.0080071,5.3659,0.078926,35.585,18.451,0.97434,0.20661,2.5096,4756.5,2.507,0.81778,14.242,0.17796,0.27859,962.645,0.037965,0.15171,0.06197,-0.0091083,-0.0059574,0.23402,3.2148,1.5719,7.1562,-4.5408,-20.861,22.334,10.6,32801.0,-58.122,15.6,22.571,2.0,30.0,92.9,203.2,204.5,17.0,14.5,6.4,29.0,3.1545,2.0,34.0,False
4,False,0.88942,0.14874,0.83681,0.85789,0.23207,-0.086043,0.55775,0.17338,0.91144,0.0080048,0.6921,3.9743,0.16319,5.1278,2.0254,0.27051,2.3537,0.0053059,0.068065,0.0068187,1.2395,3.3809,0.31596,0.77814,1054.3,13.471,-9.9704,0.19458,0.058666,0.43401,16.27,0.5059,0.92989,3.4408,177.75,0.21491,0.35949,0.0061849,0.24425,0.25374,5.257,0.87069,0.64313,0.58618,-0.52726,0.17774,5.1278,1156.7,4.7683,0.68404,13.318,0.28393,0.27106,623.69,0.3033,0.24933,0.44346,-0.0023715,-0.0027644,0.21623,5.1442,9.9099,2.0408,-1.4903,-21.907,34.285,11.5,9042.5,-18.748,10.4,47.429,4.0,33.0,54.806,39.8,38.377,17.167,16.0,5.6,29.0,0.05674,4.0,8.0,False
7,True,0.7796,-0.019159,0.83644,0.84645,0.0068744,-0.1677,0.38525,-0.022635,-0.11714,-0.071166,0.59319,0.10645,0.16356,5.114,3.8383,0.0081215,2.9469,0.067419,0.076292,0.088606,1.427,2.166,0.034823,0.76089,-122.91,12.543,-5.0473,-0.071514,0.075551,0.29314,6.1504,0.34631,0.90968,3.0533,93.792,-0.032299,0.46192,0.07965,0.13755,0.3908,5.1752,0.62797,0.41852,-0.049026,-1.0253,-0.022906,5.5971,1049.3,4.6521,0.96518,12.376,0.11763,0.029476,1000.1,0.4577,0.27723,-0.17961,0.0,0.0,0.0,-0.075348,-0.23637,-3.0266,5.7748,-20.982,28.184,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,19.0,-0.45654,11.0,45.0,True
5,True,0.95507,-0.032988,0.77436,0.47053,0.027196,-0.031905,0.26547,-0.070109,-0.1462,-0.11903,0.67822,0.52105,0.22564,3.4318,2.6873,0.057799,0.94022,0.010512,0.11093,0.014804,0.69377,2.1166,0.1384,0.71012,-101.57,11.434,-14.748,-0.10807,0.064233,0.18852,37446.0,0.40066,0.91705,1.0912,133.97,-0.048639,0.28467,0.022342,0.62083,0.2223,2.0853,-14.306,1.015,-0.1484,-0.1414,-0.0426,3.4318,694.73,3.1471,0.8616,10.68,0.065875,0.065121,182.61,0.04753,0.43118,0.0094887,-0.00293885,-0.21465,0.0,5.2315,7.8486,2.9999,1.322,-9.0422,36.859,11.4,9134.2,-31.329,11.15,36.293,4.0,32.0,57.306,42.165,40.6,16.333,15.0,3.85,12.0,-0.36647,30.0,37.0,True
4,True,1.0748,-0.053024,0.7358,1.1027,-0.027148,0.05198,0.49208,-0.048087,-0.20069,-0.0081948,0.74682,-1.226,0.2642,2.785,3.5926,-0.02462,2.8177,0.03499,0.020082,0.050357,1.4765,4.4834,0.036569,0.69484,-203.19,12.294,21.213,-0.0078308,0.040956,0.34192,13.595,0.31008,0.94434,2.9247,100.21,-0.070999,0.15502,0.031733,-0.11685,0.24594,4.1736,-1.4029,1.0742,-0.21559,0.19674,-0.072063,2.785,1012.5,2.63,0.96343,12.392,0.0023084,0.040324,975.13,0.04753,0.37702,-0.043939,-0.00068672,-0.00062278,0.0,4.3908,8.4656,1.5973,4.2024,-7.7302,32.265,10.9,8894.8,-3.4007,12.8,34.064,2.0,34.0,87.84,37.935,36.825,17.083,15.5,2.7,23.0,-0.031404,12.0,23.0,True
8,True,0.48447,-0.0061328,0.89564,0.12678,-0.00026166,-0.11154,0.23089,-0.048375,-0.058763,0.051832,0.670855,-0.012032,0.10436,1.7677,2.975,-0.002064,2.2573,0.0032794,0.17155,0.015157,1.2094,0.14487,0.069239,0.21637,-190.57,14.775,-1.1366,0.20962,0.052712,0.049957,7.2741,0.39405,0.911095,2.4252,121.01,-0.058507,0.15748,0.025868,0.28161,0.21753499999999998,1.2147,-2.0018,0.11926,-0.0070079,-1.0688,-0.0068475,8.9747,3243.0,2.0732,0.93076,12.71,0.15279,0.0087778,283.8,0.04753,0.052274,0.19095,-4.06e-05,-0.00032032,0.0,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2.0,28.0,84.66,73.2,63.88,16.0,12.0,1.2,14.0,1.6106,11.0,45.0,True
1,True,1.8548,0.031603,0.83621,0.92464,0.13183,0.32395,1.2648,0.034178,0.19295,-0.0040042,0.70291,-8.2163,0.16379,5.1053,4.4317,-0.15293,5.2978,0.020906,0.018613,0.055166,1.3154,14.844,0.24757,0.37896,207.18,12.477,2.8543,-0.037212,0.052712,0.47932,5.7638,0.51839,0.911095,4.9436,81.233,0.04496,0.15748,0.02261,0.16104,0.06229,5.6452,1.6476,2.6295,0.50735,0.28983000000000003,0.037793,5.1053,1073.8,2.3137,0.7524299999999999,12.399,-0.14193,0.18669,133.88,0.04753,0.18704,-0.15661,-0.0027724,-0.0029984,0.0,7.1241,15.381,3.2702,17.872,34.692,30.087,12.8,7991.4,0.1896,15.8,22.571,4.0,36.0,85.437,27.07,26.102,16.0,16.0,0.2,26.0,-0.02625,9.0,31.0,True
4,True,0.98333,0.056051,0.87663,0.45067,0.051438,-0.014211,0.8405,0.12437,0.45435,0.025338,0.8381,3.2759,0.12337,7.1059,2.7098,0.11414,17.516,0.046585,0.034842,0.054657,0.53773,4.7118,0.23928,0.85231,782.04,12.762,-31.712,0.153235,0.024326,0.346125,15.496,1.5896,0.97225,23.025,132.85,0.066879,0.19718,0.10337,-0.69059,0.095646,3.6531,-0.23305,1.2898,0.58603,-0.1152,0.063939,7.1059,1721.2,1.4655,0.76072,11.965,0.13743,0.10783,646.89,-0.1319,0.019572,-0.06758,-0.023644,-0.052464,0.031409,4.7675,9.1877,1.819,1.3561,-14.819,33.275,11.2,8968.6,-11.074,11.6,40.747,3.0,33.5,71.323,38.868,37.601,17.125,15.75,4.15,12.0,0.35352,2.0,13.0,True
8,False,1.7263,0.19411,0.3838,0.86503,0.25093,0.2469,0.4611,0.2244,0.31502,0.36453,0.58683,148.18,0.6162,0.62286,8.5602,0.29008,1.3486,0.043975,0.0019576,0.12937,1.4741,2.4106,0.36353,0.33992,944.73,13.278,3.5035,0.26471,0.043881,0.15674,11.139,0.1812,0.88567,2.1188,42.055,0.33078,0.071213,0.050837,0.062444,0.35885,1.4038,-0.082546,1.7171,0.54093,0.40069,0.50576,0.62653,2999.0,0.55165,0.63647,13.133,0.31995,0.31446,953.22,-0.04305,0.40826,0.6231,0.0,0.0,0.25944,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2.0,28.0,84.66,73.2,63.88,16.0,12.0,1.2,12.0,1.7741,11.0,51.0,False
11,True,0.86975,-0.075056,0.90721,1.1918,-0.0056679,-0.11259,0.53029,-0.062975,0.30261,-0.075184,0.75184,-0.069196,0.092789,1.7677,4.0645,-0.0047556,7.5156,0.10557,0.068727,0.12213,1.5852,6.2587,0.047049,0.86443,-491.51,16.388,-10.586,0.15886,0.042786,0.4584,9.8066,0.38461,0.95284,7.8866,88.572,-0.09983,0.46111,0.088578,-0.11813,0.19043,2.1566,-5.5954,0.48726,-0.39414,-1.2134,-0.082733,9.7771,607.64,1.4655,0.95295,12.797,0.017163,0.056075,2125.2,0.04753,0.15112,-0.0079196,-0.0091266,-0.0076576,0.0,3.6373,5.7874,1.8883,-21.411,46.844,30.046,12.2,26059.0,3.8523,30.5,-10.665,0.0,28.0,91.5,130.5,132.4,20.0,14.5,-16.0,9.0,-0.49236,14.0,40.0,True
7,False,1.8447,0.33864,0.47051,0.75126,0.38611,0.38646,1.4889,0.45077,0.63957,0.37733,0.84396,17.269,0.52949,0.88862,1.9892,0.51395,2.2146,0.0024484,0.02976,0.0053517,0.89016,11.259,0.56106,0.4575,2448.1,13.134,1.944,-0.080027,0.013011,0.68117,4.0897,0.9067,0.97235,5.0453,180.97,0.40125,0.024572,0.0032591,-0.0019401,0.066725,1.4188,0.11164,7.9353,5.0752,0.72987,0.71973,0.89018,3827.8,0.86405,0.43894,12.848,0.52856,0.4215,1597.4,0.052868,0.1489,-0.13924,0.0,0.0,0.057195,-0.075348,-0.23637,-3.0266,5.7748,-20.982,28.184,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,29.0,2.7278,14.0,49.0,False
13,False,1.4499,0.068897,0.58423,1.6511,0.10001,0.24763,0.49081,0.041729,0.16571,0.17513,0.79807,2.5311,0.41577,1.4052,9.3192,0.060574,3.869,0.051824,0.023932,0.09415,2.0688,18.396,0.053315,0.55044,307.89,14.62,6.6674,0.013783,0.033791,0.27016,11.369,0.16363,0.94216,4.0869,38.63,0.086329,0.081274,0.031388,-0.10431,0.089753,3.9711,-0.62747,4.6324,0.76763,0.5956,0.11793,1.4101,1858.0,1.3239,0.94669,15.121,0.068639,0.088027,4330.1,-0.45717,0.40399,0.11736,0.0,0.0,0.13822,3.2148,1.5719,7.1562,-4.5408,-20.861,22.334,10.6,32801.0,-58.122,15.6,22.571,2.0,30.0,92.9,203.2,204.5,17.0,14.5,6.4,18.0,0.78264,14.0,42.0,False
8,False,1.8707,0.21062,0.53726,0.98089,0.2716,0.41112,0.83451,0.21472,0.45515,0.23253,0.88327,64.698,0.46274,1.161,3.3278,0.27689,1.4146,0.047599,0.0042797,0.10081,1.1105,9.0497,0.36586,0.47215,1006.4,12.691,2.3859,0.24421,0.065105,0.39402,5.9533,0.4017,0.87882,2.2307,108.18,0.23845,0.14069,0.048526,0.23812,0.10839,2.1197,0.83199,4.2693,1.9432,0.88844,0.39202,1.1626,2211.1,1.0203,0.63414,12.672,0.28918,0.35887,1126.2,0.29378,0.43972,-0.083533,0.0,0.0,0.22222,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2.0,28.0,84.66,73.2,63.88,16.0,12.0,1.2,14.0,1.1111,15.0,38.0,False
2,True,1.1402,0.021701,0.69603,0.85727,0.036589,0.071554,0.55269,0.025314,0.071393,0.037558,0.58205,1.2704,0.30397,2.2898,4.7243,0.04268,3.3181,0.069073,0.033597,0.13531,1.4729,2.1776,0.076348,0.5105,215.2,13.296,11.981,0.44082,0.18554,0.28214,3.1269,0.32912,0.73343,3.5924,76.202,0.037284,0.61039,0.080573,0.85961,0.39368,2.8203,-0.57124,0.77212,0.055124,0.2354,0.031178,2.2898,3014.3,1.6794,0.92365,13.142,0.054628,0.065451,639.19,-0.39982,0.23864,1.2837,0.0,0.0,0.046663,7.4166,7.105,14.321,18.77,28.286,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,26.0,0.37245,2.0,49.0,True
11,True,1.1613,-0.11012,0.84978,0.42867,-0.074765,0.080465,0.6685,-0.25688,0.30261,-0.071074,0.57922,-1.095,0.15022,5.6569,5.9605,-0.17441,2.0295,0.0066737,0.15929,0.013381,0.74008,1.2211,-0.056584,0.49876,-764.07,13.856,5.3274,-0.058107,0.052712,0.33342,26.835,0.7778,0.58693,1.9208,60.397,-0.19011,0.15748,0.015568,0.093611,0.35106,2.8536,0.09980349999999999,0.4279,-0.31367,0.53565,-0.12958,5.7237,1042.3,3.3202,1.0566,13.008,-0.13196,-0.024256,662.95,0.04753,0.22317,-0.14246,-0.0075134,-0.017527,0.0,3.6373,5.7874,1.8883,-21.411,46.844,30.046,12.2,26059.0,3.8523,30.5,-10.665,0.0,28.0,91.5,130.5,132.4,20.0,14.5,-16.0,20.0,-0.49316,24.0,39.0,True
14,False,1.4515,0.11747,0.35889,1.135,0.1782,0.14801,0.80074,0.1035,0.18323,0.23129,0.47583,4.7218,0.64111,0.5598,14.524,0.15701,5.6386,0.02017,0.033253,0.061527,2.3853,2.1836,0.19297,0.32781,2895.5,13.291,7.6681,0.60958,0.031078,0.2625,587.7,0.23128,0.91341,6.9869,24.787,0.24687,0.048475,0.017771,0.81632,0.51977,1.7703,-0.29193,1.2335,0.226,0.23087,0.32731,0.56334,1917.6999999999998,0.51133,0.80703,13.417,0.17697,0.21902,4276.6,-0.17091,0.16244,1.6613,-0.003303,-0.0029102,0.21717,1.6144,-1.4536,8.8191,-9.7701,-4.4789,24.897,10.733,33368.0,-49.484,14.367,19.671,1.6667,29.667,92.5,211.3,207.83,21.667,14.5,7.1333,19.0,5.7012,27.0,50.0,False
6,False,1.6731,0.27578,0.34673,1.549,0.35557,0.22527,1.4825,0.17804,0.42216,0.32516,0.55997,340.12,0.65327,0.53077,7.0905,0.22954,27.577,0.10461,0.00067489,0.31256,2.7663,5.4248,0.23517,0.3347,2177.6,14.349,6.8762,0.28673,0.012038,0.49619,10.738,0.32033,0.96528,36.057,50.772,0.49249,0.018428,0.067536,0.68591,0.28554,2.3712,0.5057,2.2878,0.96581,0.34484,0.79536,0.53181,5158.2,0.51234,0.76483,14.787,0.25235,0.36428,2520.9,0.20182,0.04296,0.073542,0.00035179,0.00022711,0.21679,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2.0,29.0,66.262,52.74,49.206,15.5,12.0,-6.4,32.0,2.5675,4.0,40.0,False
11,False,0.84759,0.18778,0.67626,0.25323,0.2132,-0.10141,0.82346,0.74156,0.58004,0.18019,0.56399,827000.0,0.32374,2.0889,2.3909,0.84193,34.395,0.074412,0.0,0.11183,0.44899,1.2787,0.45532,0.66541,1439.0,15.171,-2.4969,-0.054887,0.010852,0.54794,0.30992,2.1638,0.98395,63.148,150.57,0.33295,0.033521,0.29385,0.45856,0.19803,0.78219,0.38128,1.6348,0.94825,-0.31326,0.27768,2.092,2480.8,2.0554,0.54468,13.797,0.99245,0.1153,3272.9,0.16012,0.0040101,0.27933,-0.0078868,-0.031145,0.12262,3.6373,5.7874,1.8883,-21.411,46.844,30.046,12.2,26059.0,3.8523,30.5,-10.665,0.0,28.0,91.5,130.5,132.4,20.0,14.5,-16.0,10.0,1.3808,2.0,13.0,False
14,False,0.70603,0.026658,0.6941,1.396,0.080831,-0.19258,0.37237,0.019096,0.087145,0.031573,0.46253,0.81587,0.3059,2.269,7.2704,0.057902,7.3103,0.017496,0.070969,0.026706,3.0182,2.8243,0.16527,0.65511,535.28,15.087,-7.2488,0.47608,0.038985,0.24394,5.9295,0.17474,0.94383,8.7577,49.516,0.057635,0.12744,0.012533,0.19995,0.49428,4.5636,1.7262,0.61888,0.053932,-0.62956,0.038406,2.2758,6142.4,2.1416,0.83473,15.42,0.069834,0.23072,3342.4,0.46327,0.1594,1.9104,0.0,0.0,0.0,-1.5863,-7.5046,12.145,-20.229,28.286,30.023,11.0,34501.0,-32.209,11.9,13.871,1.0,29.0,91.7,66.12,214.5,21.0,20.5,8.6,26.0,0.63398,11.0,57.0,False
14,True,1.0252,-0.054008,0.92048,0.40157,-0.0099127,0.022042,0.89995,-0.13449,0.30261,0.045003,0.89604,-0.36047,0.079518,1.7677,0.6402,-0.024685,3.4892,0.0054464,0.06848,0.0062315,0.44816,4.075,0.12494,0.874,-1731.7,16.079,18.219,0.0065325,0.046479,0.346125,1.1159,1.9587,0.94951,3.9874,562.32,-0.060274,0.58451,0.013563,-0.14731,0.098544,5.05,-2.689,0.80693,-0.54806,0.27719,-0.058674,11.586,2549.6,1.4655,0.87506,15.167,-0.011797,0.050174,5765.3,0.04753,0.10071,0.052562,-0.0044196,-0.011006,0.0,-1.5863,-7.5046,12.145,-20.229,28.286,30.023,11.0,34501.0,-32.209,11.9,13.871,1.0,29.0,91.7,66.12,214.5,21.0,20.5,8.6,25.0,1.443,17.0,27.0,True
10,True,0.63468,-0.049458,0.87462,0.59821,-0.019704,-0.29756,0.20608,-0.082676,0.30261,-0.092895,0.51695,-0.71883,0.12538,6.9756,2888.3,-0.032939,1.8366,0.045212,0.045823,0.055508,1.1572,1.3297,0.054858,0.81452,-248.53,13.139,-2.0104,0.1249,0.060101,0.16785,4.3505,0.28059,0.93128,1.9432,0.12464,-0.095672,0.47934,0.075579,0.11472,0.44989,4.7711,-6.7953,0.2787,-0.10993,0.28983000000000003,-0.056548,7.1466,630.05,1.4655,0.94514,12.797,0.0048828,0.032817,1525.3,0.04753,0.30784,0.01505,-0.036558,-0.061113,0.0,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568.0,14.529,21.5,33.768,2.0,30.0,100.0,100.0,100.0,17.125,14.5,-7.0,18.0,-0.4668,1.0,38.0,True
10,False,1.0156,0.36454,0.51582,0.82904,0.30283,0.00698,0.37782,0.43971,0.75291,0.10727,0.45547,10.584,0.48418,1.0654,74.797,0.36528,1.7511,0.0084915,0.034514,0.018934,1.8202,4.8284,0.42556,0.44849,605.1949999999999,13.088,118.77,0.061016,0.067336,0.16945,230000.0,0.20439,0.86946,3.0484,4.813,0.80037,0.13907,0.010243,0.025776,0.1717,1.7123,0.058576,2.8198,2.1231,0.014416,0.70672,1.0888,1917.6999999999998,0.92629,0.57444,12.9,0.3759,0.35281,1147.2,0.028455,0.27196,0.32125,0.0,0.0,0.0975,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568.0,14.529,21.5,33.768,2.0,30.0,100.0,100.0,100.0,17.125,14.5,-7.0,15.0,0.594765,15.0,31.0,False
